,fit_time,score_time,test_acc,test_f1_macro,test_prec_macro,test_rec_macro
0,0.0223233699798584,10.478792667388916,0.3632007666506948,0.37416060508996757,0.370524142704525,0.5762115957425048
1,0.010081768035888672,10.562793731689453,0.34882606612362244,0.3761981145392798,0.3823291365050983,0.5759119409536506
2,0.00953221321105957,10.56813383102417,0.34211787254432197,0.3405330632630074,0.34278247250567123,0.460657479254388
3,0.01123809814453125,10.467474460601807,0.3445136559655007,0.3677137885344084,0.3618751527596557,0.5522189474644328
4,0.009497404098510742,10.639765501022339,0.3378054623862003,0.3567759428167407,0.3685893995311378,0.5580055815655397
5,0.009090900421142578,10.691280126571655,0.35361763296597987,0.36472515755940016,0.3698994756845449,0.5638802637714123
6,0.009284734725952148,10.503092527389526,0.3569717297556301,0.36487612148113097,0.37093389973819635,0.5541879857083546
7,0.01159811019897461,10.530097246170044,0.3513902205177373,0.3708973929371091,0.3681010563480291,0.5692864698699626
8,0.00921177864074707,10.290043354034424,0.3624161073825503,0.3804798166653602,0.38531464181468306,0.49907135926003215
9,0.009240150451660156,10.304646968841553,0.3782358581016299,0.3796378970412649,0.3844268658247323,0.5695450784335071
10,0.008915424346923828,10.575880765914917,0.3512218495448011,0.34920983080202656,0.35430890129300546,0.543062797261177
11,0.009552240371704102,10.518985033035278,0.3368471490177288,0.3509488611628416,0.3523553827787367,0.5407691616959874
12,0.009378910064697266,11.193799495697021,0.3708672735984667,0.3593120887388838,0.3614510709723233,0.5620913777402864
13,0.009462833404541016,11.201672315597534,0.34547196933397223,0.3689220914991314,0.37026143670850437,0.49929728871245244
14,0.0113067626953125,10.383827447891235,0.3612841399137518,0.39280014685416126,0.3989836022973759,0.5813706234934223
15,0.009119033813476562,10.37991189956665,0.3953042644944897,0.4049710657730261,0.4047010690893273,0.5949120893865064
16,0.011580467224121094,11.187547445297241,0.3579300431241016,0.372389864037691,0.38189181835930114,0.5620223385579903
17,0.009039163589477539,11.173100709915161,0.33844678811121764,0.3569556153857891,0.35754650786856307,0.4746993044801988
18,0.01000523567199707,10.432950973510742,0.3494726749760307,0.3914860732574434,0.3991127691977357,0.5752533742274326
19,0.009201526641845703,10.514360427856445,0.3547459252157239,0.3668397788486771,0.3702360341661064,0.5693103938063097
20,0.009583473205566406,11.750489234924316,0.35553425970292285,0.355639971632337,0.3695108178018334,0.47478064281123467
21,0.009028434753417969,11.773642301559448,0.3699089602299952,0.37185724158267947,0.3664337551040054,0.5783636178443559
22,0.009448528289794922,10.629048109054565,0.3425970292285577,0.3662923590335783,0.3619687121668753,0.58075210395306
23,0.010395050048828125,10.535999298095703,0.3478677527551509,0.36093055138979196,0.3658789268148938,0.5685294539320424
24,0.008979558944702148,10.434349060058594,0.3497843794920939,0.3645487672057739,0.365936401762051,0.5617485681229307
25,0.009203195571899414,10.46322751045227,0.35745088643986583,0.37089428414934994,0.37252583107733367,0.5017566320514261
26,0.00909113883972168,10.48393177986145,0.3866794441782463,0.37684829211932297,0.3798360729101187,0.5437362389320671
27,0.009516716003417969,10.492395162582397,0.3480345158197507,0.3904930361000278,0.3891664105053336,0.5652985566617805
28,0.010575294494628906,10.371527910232544,0.36145733461169705,0.38185130858999156,0.3951308973121194,0.578506810428733
29,0.013002634048461914,10.346462488174438,0.3346116970278044,0.35891555198305364,0.36149130617293407,0.5455231965178436
30,0.008945465087890625,10.656712532043457,0.36080498322951604,0.3781411228225759,0.39315196169892325,0.5579195355681154
31,0.009580612182617188,10.580477476119995,0.3675131768088165,0.38198286758710204,0.38917100865989857,0.5797042160345199
32,0.009331464767456055,10.445674419403076,0.34403449928126495,0.3626337546179211,0.35851300828047017,0.5664763089601482
33,0.009366273880004883,10.33769154548645,0.3430761859127935,0.34322774369233505,0.3489267493720356,0.5457568403965568
34,0.008807182312011719,10.391539573669434,0.35840919980833735,0.3544395176513704,0.3592644019758308,0.4791492299468536
35,0.009248971939086914,10.447625875473022,0.36703402012458075,0.37650321927219105,0.37597448010462203,0.49883199081372637
