,fit_time,score_time,test_acc,test_f1_macro,test_prec_macro,test_rec_macro
0,1.6962225437164307,0.008467674255371094,0.535697172975563,0.3472301616145495,0.42496864267495776,0.34897900614582467
1,1.7709417343139648,0.015676259994506836,0.5438428366075707,0.3702663157819855,0.446292755309416,0.3663273433257627
2,1.4567322731018066,0.0072329044342041016,0.5294681360804984,0.3364083004198248,0.3910769052816346,0.34252589350173585
3,1.575709342956543,0.0073511600494384766,0.5309056061332056,0.3321059712216968,0.39792050934475015,0.33769897167079915
4,1.1108312606811523,0.007081747055053711,0.5285098227120268,0.33493033334146305,0.38393085335047766,0.34170773899087087
5,1.0647969245910645,0.0072324275970458984,0.5246765692381409,0.3338180020310649,0.4076965758573048,0.3365965388969278
6,1.3447678089141846,0.016089200973510742,0.5400095831336847,0.3542981542932197,0.4461256745903362,0.35652710577808033
7,1.6033339500427246,0.013489961624145508,0.5383509108341323,0.3469623671298507,0.43199139020364047,0.3470682877937639
8,2.046178102493286,0.01382303237915039,0.5354745925215724,0.3424692330085732,0.40616812152992154,0.3485366871827298
9,1.5245471000671387,0.007223367691040039,0.5325982742090125,0.32404334705076426,0.40606122595298483,0.3472501940057187
10,1.4657421112060547,0.007067680358886719,0.5261140392908481,0.3363668502912684,0.4098586884065385,0.338690959192572
11,1.4790546894073486,0.007266521453857422,0.5309056061332056,0.33305957334389263,0.40271200127999923,0.3371916003635141
12,1.004305124282837,0.0069427490234375,0.537613799712506,0.3514300982915683,0.4275602403474259,0.3528386058988693
13,1.024308443069458,0.0072917938232421875,0.5361763296597988,0.3504415558389708,0.4369000472462366,0.349773639381322
14,1.0498268604278564,0.007607221603393555,0.537613799712506,0.3453427355644441,0.41858453831110376,0.3472407995364277
15,0.7813858985900879,0.006808757781982422,0.5371346430282703,0.32646189025867944,0.37598403325584157,0.35400923729573924
16,1.101874589920044,0.008298158645629883,0.5294681360804984,0.33977743689174217,0.3892980786167499,0.34779711655359374
17,0.986107349395752,0.0065348148345947266,0.5297219558964525,0.34077323568023704,0.44157215259264254,0.3434301859325839
